小区名称,纬度,经度,单价(元/㎡),总价,建筑面积(㎡),户型,挂牌天数,月租金,近期成交价,去年同期价
沌口家园18,30.481527,114.160691,9885,84.01,84.98,2室1厅,83,2012,9581,9605
盘龙新城7,30.711706,114.241316,8181,62.46,76.34,2室1厅,212,723,8373,8273
江汉府邸11,30.581986,114.282244,19759,153.19,77.52,2室1厅,1,6147,19884,18221
四新花园17,30.52476,114.261647,12706,107.9,84.92,2室2厅,26,2182,12475,12339
金融丽舍9,30.451814,114.385728,13661,98.3,71.96,2室1厅,237,3011,12796,13108
东西华庭7,30.62672,114.135477,8272,63.39,76.63,2室1厅,41,774,8123,8354
青山华庭17,30.626,114.378321,11215,77.49,69.1,2室1厅,140,1619,11247,10862
街道阳光11,30.530765,114.359838,23564,192.25,81.58,2室2厅,49,6987,24368,22424
青山翠湖2,30.632678,114.380182,10146,94.8,93.42,3室1厅,16,1188,10298,9677
南湖丽舍17,30.491836,114.330854,13007,107.35,82.53,2室2厅,2,2697,12899,12813
武广华庭7,30.589661,114.262782,26578,201.68,75.88,2室1厅,39,9296,27066,22901
东西府邸13,30.618523,114.134166,8867,83.29,93.94,2室2厅,19,1660,8290,8615
盘龙里8,30.71034,114.236617,6827,79.7,116.74,3室2厅,52,786,6959,6767
中南华府16,30.479127,114.372425,16596,122.08,73.56,2室1厅,44,3147,16989,16611
钟家阳光17,30.54951,114.262326,14853,134.42,90.5,2室2厅,18,3122,14870,14420
汉口中心6,30.619917,114.24985,18697,137.27,73.41,2室1厅,22,4409,19530,18857
中南中心4,30.473641,114.365898,12853,106.28,82.68,2室1厅,102,2964,12877,12604
汉口华府3,30.618891,114.256295,17780,242.51,136.39,4室2厅,65,6475,18282,17216
盘龙小区17,30.712802,114.235671,7419,66.66,89.84,2室2厅,144,1257,7425,6880
四新雅苑8,30.520234,114.258693,12471,83.13,66.66,2室1厅,106,1557,12418,11976
武昌公寓14,30.533374,114.316628,12281,107.22,87.3,2室2厅,115,2829,12188,11751
街道府邸15,30.530632,114.359016,24927,295.84,118.68,3室2厅,46,7689,24576,21887
街道雅苑1,30.531145,114.360497,22310,232.34,104.14,3室1厅,63,7808,21382,20421
南湖阳光16,30.493106,114.326942,12893,93.12,72.22,2室1厅,206,1623,13337,12630
四新阳光15,30.518236,114.259598,12290,170.78,138.96,4室2厅,175,2980,12619,12061
光谷国际7,30.481336,114.412591,16512,66.87,40.5,1室1厅,47,2778,15106,14731
钟家金座8,30.555155,114.267796,14688,132.26,90.04,2室2厅,137,4155,15302,15204
金融华庭6,30.456849,114.38181,13890,146.11,105.18,3室1厅,14,5437,13593,13171
中南华府2,30.479625,114.370063,18034,220.45,122.24,3室2厅,97,8219,18319,17121
武昌山庄8,30.532487,114.316584,13086,143.64,109.76,3室1厅,296,4296,13094,12981
四新府邸17,30.519293,114.256615,12125,102.83,84.81,2室2厅,187,2992,12529,11406
青山花园10,30.626923,114.380619,11151,91.56,82.11,2室2厅,0,1964,11364,10752
徐东丽舍2,30.578576,114.348121,19325,235.62,121.92,3室2厅,220,9421,19180,18202
武广小区5,30.590998,114.263687,27679,362.12,130.82,4室2厅,4,15410,26217,24652
武昌银座19,30.531757,114.320688,15123,154.64,102.25,3室1厅,6,3685,14713,13497
江夏花园4,30.34784,114.316699,7287,59.83,82.09,2室2厅,65,500,7337,6990
金融广场2,30.453939,114.383744,18119,122.21,67.44,2室1厅,41,3992,17213,16692
盘龙小区17,30.708356,114.237844,6851,37.8,55.18,1室1厅,114,500,6850,6859
四新苑7,30.516731,114.258264,11299,91.8,81.24,2室2厅,65,1378,10905,10910
南湖丽舍9,30.495889,114.331957,13600,102.58,75.43,2室1厅,31,2373,12964,12931
汉口公寓17,30.620958,114.249256,17980,324.64,180.55,5室3厅,51,12636,17756,17352
钟家苑3,30.550074,114.268839,14743,131.3,89.06,2室2厅,62,4350,14654,13226
沌口翠湖14,30.479488,114.163426,9248,84.87,91.76,2室2厅,375,2225,9043,8705
汉口华庭12,30.619487,114.246809,16286,172.64,106.0,3室1厅,20,5069,17164,15427
青山华庭19,30.629172,114.377407,11282,209.54,185.72,5室3厅,187,4228,10473,11047
金融春天2,30.4541,114.382548,15275,135.06,88.42,2室2厅,18,5462,14822,15305
武广苑9,30.594006,114.267343,22658,197.38,87.11,2室2厅,163,9523,21935,20056
中南小区8,30.480779,114.369577,18593,181.59,97.67,3室1厅,111,4492,17952,17022
楚河花园10,30.553644,114.341531,25135,227.81,90.63,3室1厅,227,11516,24412,22690
江汉小区7,30.580639,114.277834,22325,269.1,120.54,3室2厅,17,12528,21523,18465
中南山庄14,30.480052,114.367612,17382,133.22,76.64,2室1厅,43,2900,17939,16832
楚河翠湖8,30.547371,114.342039,24263,299.02,123.24,3室2厅,92,14387,24041,21946
武昌中心19,30.531837,114.323921,14091,141.19,100.2,3室1厅,64,2045,14010,14040
四新府邸7,30.521628,114.260388,13524,161.71,119.57,3室2厅,204,3176,13968,12984
金融金座1,30.456922,114.386973,17990,226.72,126.03,3室2厅,88,8290,17960,17149
关山金座15,30.506395,114.393769,20130,266.72,132.5,4室2厅,240,10506,20744,18476
武昌苑11,30.530922,114.319329,16008,166.75,104.16,3室1厅,137,2685,16347,14240
南湖阳光12,30.496259,114.334011,12489,89.56,71.71,2室1厅,26,2229,11873,12054
金融金座11,30.455573,114.385298,17324,133.14,76.85,2室1厅,30,3954,17317,17094
洪山华庭18,30.546789,114.327284,23378,193.13,82.61,2室2厅,11,7663,23727,23072
江夏广场8,50.0,130.0,8466,72.54,85.67,2室2厅,22,843,8809,8075
南湖华庭16,30.497085,114.33505,11637,106.12,91.19,3室1厅,26,3495,11444,10891
街道山庄12,30.529528,114.362673,20000,302.5,151.24,4室2厅,18,8535,20532,18362
关山新城7,30.507727,114.394568,22302,156.23,70.05,2室1厅,52,5471,23357,20826
南湖公寓2,30.494145,114.329676,15569,172.98,111.1,3室2厅,131,3032,15876,15087
街道里2,30.531897,114.357272,19871,186.66,93.93,2室2厅,15,6015,19543,18578
南湖广场18,30.492159,114.328095,12800,116.93,91.35,2室2厅,65,3308,12719,12606
白沙中心9,30.473286,114.290477,11684,58.51,50.08,1室1厅,21,1252,11997,11277
街道翠湖19,30.524479,114.357578,20434,171.32,83.84,2室1厅,18,4568,21541,19615
后湖花园13,30.647848,114.271192,13171,126.58,96.1,3室1厅,182,2346,12923,12010
盘龙金座1,30.705445,114.239116,6743,65.66,97.37,3室1厅,9,736,6504,6281
洪山新城1,30.543342,114.329419,23571,216.16,91.71,3室1厅,108,7235,23404,24073
后湖阳光2,30.652785,114.267858,11720,150.27,128.22,3室2厅,55,4226,11686,11324
东西家园17,30.619626,114.128831,9255,83.44,90.16,3室1厅,9,951,9685,10090
光谷家园5,30.479785,114.410624,16287,163.83,100.58,3室1厅,111,6853,16141,16218
盘龙广场16,30.711638,114.239155,8220,63.36,77.08,2室1厅,88,1207,8182,8242
沌口雅苑14,30.481053,114.162972,9248,83.39,90.16,3室1厅,36,2005,9077,8773
盘龙华府7,30.711229,114.236061,6525,55.73,85.4,2室2厅,216,941,6597,6352
中南华府4,30.482778,114.37361,15975,110.88,69.41,2室1厅,8,3782,16581,14920
街道阳光12,30.534211,114.364572,15776,145.76,92.39,3室1厅,33,6201,16120,14183
汉口春天3,30.619695,114.248996,19950,174.31,87.37,2室2厅,19,6259,19088,19674
汉口春天5,30.619959,114.25239,17975,277.8,154.54,4室2厅,44,6759,17988,17094
光谷小区4,30.481258,114.409105,19044,175.64,92.22,3室1厅,108,6260,18757,18286
徐东花园9,30.581857,114.350463,19009,153.72,80.87,2室1厅,28,5320,19196,17551
盘龙春天1,30.710881,114.23786,6886,75.5,109.63,3室1厅,312,603,7140,6794
江夏苑13,30.346619,114.321108,6942,65.84,94.83,2室2厅,46,500,7134,7037
后湖山庄12,30.648908,114.271659,13248,107.2,80.91,2室1厅,110,2184,13329,12546
徐东花园11,30.580796,114.351412,19735,313.42,158.82,4室2厅,3,13099,18729,18084
楚河雅苑15,30.547553,114.341671,25683,105.42,41.05,1室1厅,13,3902,26123,23998
江汉中心3,50.0,130.0,23077,360.31,156.13,4室2厅,242,15714,23766,19846
盘龙府邸1,30.707849,114.238849,7661,110.51,144.23,4室2厅,98,1441,7536,6940
青山新城9,30.627013,114.374986,10671,88.03,82.49,2室2厅,57,2190,10897,10493
南湖里6,30.497427,114.327491,12970,121.46,93.65,2室2厅,61,3501,12909,11727
洪山公寓3,30.541688,114.328499,21354,187.84,87.96,2室2厅,23,6760,21345,21718
四新名邸8,30.520842,114.262182,13455,142.29,105.75,3室2厅,72,788,14078,13141
后湖翠湖19,30.650261,114.269126,13436,154.13,114.71,3室2厅,58,4007,14068,12941
白沙阳光5,30.477002,114.289563,10696,94.54,88.38,2室2厅,201,1410,10870,10009
沌口家园13,30.47889,114.157495,8136,62.88,77.28,2室1厅,78,1415,8087,8174
江夏国际16,30.347876,114.32084,8490,81.8,96.34,3室1厅,3,1715,8359,8481
南湖里19,30.488489,114.33054,12992,59.61,45.88,1室1厅,117,1230,12933,12224
街道家园3,30.529049,114.363785,20076,220.83,109.99,3室1厅,55,6704,20547,19197
徐东阳光19,30.586551,114.349645,16193,84.66,52.28,1室1厅,66,2974,15967,16475
汉口华府18,30.620686,114.249003,20963,431.54,205.85,5室3厅,21,15672,20436,19688
盘龙银座11,30.710461,114.240588,8556,65.48,76.52,2室1厅,600,500,8330,8618
徐东国际11,30.583331,114.347889,19241,159.72,83.01,2室2厅,42,6411,19721,17868
金融华府2,30.452996,114.384831,13830,102.79,74.33,2室1厅,0,3825,13739,13432
东西苑8,30.623003,114.131734,8782,65.39,74.45,2室1厅,503,1043,8742,7829
钟家金座9,30.547746,114.262862,16619,180.43,108.57,3室1厅,168,3836,16374,15038
盘龙丽舍7,30.710429,114.236265,6622,55.16,83.29,2室1厅,39,863,6514,6514
江夏公寓9,30.351483,114.317964,7833,83.18,106.18,3室1厅,146,500,7888,7530
南湖翠湖16,30.496056,114.327972,15293,139.13,90.97,2室2厅,1186,3680,15547,14906
东西春天8,30.618541,114.127822,9690,53.52,55.23,1室1厅,71,506,9356,9612
中南春天8,30.481899,114.369579,15786,192.47,121.93,3室2厅,18,5214,15742,14891
街道翠湖17,30.524311,114.358802,20407,254.08,124.5,3室2厅,25,7534,19128,18670
江汉春天14,30.577301,114.280879,20061,203.61,101.5,3室1厅,4,10106,19891,18640
沌口花园16,30.480182,114.158272,11264,95.61,84.87,2室2厅,14,2100,11155,10715
中南广场13,30.479146,114.367124,16301,177.67,108.99,3室2厅,136,4786,16605,16336
盘龙阳光13,30.706875,114.235609,6652,64.69,97.24,3室1厅,40,500,7024,6199
后湖里1,30.648466,114.270854,14720,67.08,45.57,1室1厅,142,1616,15209,14207
徐东苑13,30.577223,114.348283,16690,226.75,135.86,4室2厅,49,7264,16190,16406
盘龙广场6,30.712669,114.239601,7889,63.87,80.95,2室2厅,2,560,7952,7617
江夏丽舍19,30.351985,114.318006,7396,116.78,157.89,4室2厅,237,1566,7017,7407
楚河中心7,30.550705,114.341567,26656,246.08,92.32,2室2厅,22,12929,26372,24558
金融金座3,30.454296,114.386758,17883,190.6,106.58,3室2厅,55,4763,17441,16238
白沙家园14,30.478919,114.289594,13984,79.53,56.87,1室1厅,374,755,13896,13270
江夏翠湖17,30.351141,114.315028,7849,64.16,81.74,2室1厅,126,500,7892,7502
青山阳光10,30.626775,114.384665,10044,157.73,157.03,4室2厅,221,3074,9557,9523
关山华庭2,30.503371,114.393926,21977,159.76,72.69,2室1厅,20,6711,22711,20400
徐东名邸5,30.579964,114.351036,25011,325.46,130.12,4室2厅,0,13013,25299,23290
江汉小区7,30.580264,114.281174,26179,287.02,109.63,3室1厅,8,14623,25978,23037
四新丽舍2,30.519835,114.255689,12775,157.13,122.99,3室2厅,48,3529,12630,13363
洪山新城5,30.545454,114.330021,25165,285.33,113.38,3室2厅,3,9333,25367,22736
白沙公寓4,30.478568,114.286746,10020,84.81,84.64,2室1厅,124,1719,10188,9681
中南雅苑5,30.482268,114.366255,13297,121.16,91.11,2室2厅,27,3992,13057,12737
徐东中心10,30.577585,114.349939,18256,169.4,92.79,3室1厅,18,7935,17483,17426
汉口小区15,30.618876,114.248984,19753,187.9,95.12,3室1厅,65,5857,19528,18528
盘龙金座1,30.711262,114.23885,8874,112.03,126.25,3室2厅,265,1813,9107,9047
钟家花园18,30.547752,114.264805,14426,227.16,157.47,4室2厅,3,4724,14980,13715
光谷府邸8,30.48625,114.412679,16751,156.01,93.13,3室1厅,34,6892,17220,16177
光谷春天18,30.485645,114.412255,16827,195.57,116.22,3室2厅,3,7798,16703,14595
江夏花园2,30.349089,114.319775,9642,91.03,94.41,3室1厅,529,1168,9437,9118
武广雅苑4,30.590212,114.266612,27113,393.97,145.31,4室2厅,23,16063,27629,23909
金融广场17,30.455007,114.384652,18997,113.49,59.74,1室1厅,22,3641,18678,18233
光谷华庭12,30.485695,114.406294,15508,224.25,144.6,4室2厅,31,10556,15571,14203
后湖雅苑6,30.648199,114.271492,13664,112.54,82.36,2室2厅,32,1890,14030,13170
汉口丽舍4,30.617137,114.249371,16759,199.96,119.32,3室2厅,244,7055,16932,16679
盘龙银座5,30.71399,114.239862,7128,45.78,64.23,1室1厅,19,934,7101,6925
武广国际12,30.590649,114.264931,32267,148.47,46.01,1室1厅,3,6865,32507,28084
江汉国际12,30.582123,114.279062,21000,153.72,73.2,2室1厅,35,7005,21126,20324
武广银座15,30.592648,114.263137,26804,289.28,107.92,3室1厅,42,11120,27624,24942
洪山公寓5,30.548962,114.328774,20585,187.92,91.29,3室1厅,26,6984,19925,18022
楚河中心7,30.549629,114.336933,25642,235.48,91.83,2室2厅,55,12386,25452,22817
盘龙华府6,30.710384,114.238043,8603,70.26,81.66,2室1厅,600,937,8875,8631
金融华庭18,30.456515,114.384444,16650,152.46,91.56,2室2厅,16,5777,16677,16242
东西新城8,30.621361,114.132004,8231,80.03,97.23,3室1厅,106,500,8333,8281
钟家华府11,30.548687,114.259588,12225,89.7,73.37,2室1厅,78,3079,12741,10603
江汉雅苑2,30.580934,114.28202,24536,229.58,93.57,3室1厅,0,10514,24311,24032
钟家苑12,30.550034,114.267009,16900,142.66,84.41,2室2厅,115,4132,16527,15656
钟家广场11,30.552087,114.263984,14827,140.05,94.46,3室1厅,11,3230,14562,15171
南湖银座16,30.494031,114.329516,12125,98.95,81.6,2室1厅,50,2890,12470,11542
武广里12,30.586793,114.265257,22824,210.2,92.09,2室2厅,57,8170,22714,22256
武昌丽舍8,30.530973,114.318065,16293,176.94,108.59,3室2厅,56,3955,16087,15630
金融翠湖2,30.455823,114.389921,14353,153.65,107.05,3室1厅,75,4910,15375,13516
南湖公寓16,30.496207,114.335306,13162,126.61,96.19,3室1厅,301,3666,13340,13277
光谷华庭13,30.480763,114.408756,20651,85.14,41.23,1室1厅,45,3486,21266,19603
四新山庄3,30.517732,114.261724,10676,98.19,91.97,3室1厅,946,2132,10754,10211
徐东家园9,30.580447,114.349672,20597,329.16,159.81,4室2厅,28,12029,20630,18324
盘龙花园7,30.715136,114.242235,7058,59.1,83.73,2室2厅,225,1269,7256,6951
白沙国际15,30.481593,114.28529,9745,73.05,74.96,2室1厅,43,1531,9720,9901
沌口翠湖7,30.478318,114.159826,10866,132.02,121.5,3室2厅,33,2199,10462,10214
白沙家园19,30.476766,114.287513,11631,123.03,105.77,3室1厅,116,2919,11855,11196
盘龙雅苑1,30.715649,114.239842,7837,112.77,143.88,4室2厅,169,1767,7573,7658
钟家华府2,30.54795,114.262655,15444,136.31,88.26,2室2厅,140,3067,15242,14826
江汉雅苑3,30.578879,114.280734,28503,239.97,84.19,2室2厅,33,13084,28001,27283
盘龙翠湖18,30.708974,114.240557,7644,76.16,99.62,3室1厅,41,819,7620,7376
徐东广场7,30.581548,114.349135,20405,258.61,126.73,4室2厅,44,8853,20233,17430
白沙家园15,30.478826,114.29021,12053,113.7,94.33,2室2厅,62,2339,11965,11953
汉口花园10,30.622354,114.250007,15762,156.24,99.12,3室1厅,74,4916,15897,16683
江夏中心17,30.34866,114.320084,7992,66.59,83.33,2室1厅,76,1147,7877,7263
关山丽舍13,30.501547,114.396632,19155,246.68,128.78,3室2厅,27,8418,19684,17218
洪山春天6,30.550728,114.335129,20292,251.72,124.04,3室2厅,157,8092,19581,19381
金融中心7,30.456462,114.385973,15472,103.98,67.21,2室1厅,176,3821,15769,13962
街道广场12,50.0,130.0,19227,170.98,88.92,2室2厅,25,6496,19735,17636
江夏雅苑15,30.346294,114.321325,7459,78.48,105.2,3室1厅,377,1021,7050,7465
后湖苑17,30.65067,114.265422,13621,173.87,127.65,3室2厅,29,5153,13618,14069
沌口丽舍8,30.481748,114.161249,11019,111.53,101.21,3室1厅,12,1949,11211,11096
武广雅苑10,30.584496,114.265392,21106,220.27,104.36,3室1厅,57,11999,21990,20980
白沙新城5,30.484612,114.289652,11156,115.55,103.57,3室1厅,78,1870,11322,10807
白沙雅苑10,30.479037,114.285376,8132,114.4,140.66,4室2厅,203,1686,8137,7693
武昌丽舍2,30.531905,114.321011,15367,143.41,93.32,3室1厅,183,3094,15469,14773
街道小区3,30.527671,114.360069,21411,223.63,104.44,3室1厅,20,7537,20892,19714
武昌苑15,30.532686,114.320705,13501,109.38,81.01,2室2厅,57,2693,13884,12670
后湖华府4,30.650012,114.269409,14661,133.59,91.12,2室2厅,180,2102,14139,14549
洪山苑3,30.544603,114.329532,26537,238.24,89.78,2室2厅,22,8039,26052,24030
街道小区12,30.524683,114.361595,19424,170.44,87.75,2室2厅,43,5429,20079,17667
钟家苑6,30.551083,114.268046,13475,120.21,89.21,2室2厅,224,2015,13562,12513
关山山庄11,30.507664,114.391994,18853,229.75,121.86,3室2厅,34,9072,18213,17867
洪山小区5,30.539828,114.330085,23380,148.4,63.47,1室1厅,58,6577,23496,21436
徐东花园6,30.578974,114.34787,20021,201.75,100.77,3室1厅,19,7479,20179,19640
金融丽舍19,30.45252,114.383713,14509,149.3,102.89,3室1厅,147,6151,14518,13647
南湖春天5,30.496429,114.330191,15752,195.33,124.0,3室2厅,24,4681,15852,15436
沌口小区6,30.478265,114.159134,10907,118.87,108.98,3室1厅,10,2147,11567,10654
青山里16,30.626012,114.380359,9917,107.91,108.8,3室2厅,31,2213,9464,9598
武广翠湖15,30.585799,114.26559,0,345.2,144.66,4室2厅,95,14728,23646,21958
武广苑1,30.589013,114.268249,23991,216.87,90.4,3室1厅,74,8715,24061,20985
南湖翠湖8,30.48981,114.3287,14216,135.16,95.08,3室1厅,101,4094,14090,13666
南湖广场14,30.49406,114.325245,13316,109.14,81.96,2室2厅,16,3769,12489,12061
青山中心4,30.627257,114.381912,10931,143.4,131.19,4室2厅,67,2477,11131,9998
洪山雅苑15,30.543922,114.327428,20452,155.26,75.91,2室1厅,50,6077,19963,19247
武广家园9,30.590514,114.265124,28042,210.21,74.96,2室1厅,40,7381,28407,26961
后湖银座10,30.648531,114.270158,14381,117.62,81.79,2室2厅,110,1904,14966,13594
南湖阳光1,30.49646,114.327198,14492,141.31,97.5,3室1厅,26,3757,14719,14121
东西广场17,30.62073,114.12817,8108,78.62,96.96,3室1厅,12,625,7878,7646
汉口翠湖15,30.619587,114.248403,17507,187.0,106.81,3室1厅,120,6510,17642,16974
关山翠湖12,30.504033,114.392096,20133,379.01,188.25,5室3厅,86,16342,20094,18480
南湖阳光6,30.493176,114.331065,14406,175.67,121.94,3室2厅,213,4338,15131,14117
后湖苑14,30.652501,114.269016,12042,92.57,76.87,2室1厅,172,1977,12604,11837
金融雅苑2,30.454363,114.383655,17072,163.19,95.58,3室1厅,87,5975,16756,15686
白沙家园2,30.481495,114.291695,10922,117.46,107.54,3室2厅,75,2565,10703,10582
楚河新城1,30.551969,114.344796,28519,262.58,92.07,2室2厅,17,10053,29895,27387
武广华庭14,30.585552,114.265127,21819,164.99,75.61,2室1厅,69,8291,22197,20919
武昌丽舍16,30.528543,114.316279,12150,210.68,173.39,5室3厅,71,5526,12904,12514
东西广场3,30.622473,114.13308,7420,56.15,75.66,2室1厅,600,500,7538,7426
四新华庭17,30.521962,114.257049,10920,128.61,117.76,3室2厅,10,3727,10349,10256
中南阳光2,30.479011,114.37133,16270,112.14,68.92,2室1厅,98,2836,16748,15326
青山里5,30.63274,114.377436,9712,62.84,64.7,1室1厅,25,693,9853,9232
金融广场13,30.456231,114.38236,16681,138.09,82.78,2室1厅,346,4719,16154,15224
关山里3,30.503522,114.397824,19330,182.82,94.58,2室2厅,229,6670,19168,18658
楚河府邸15,30.551786,114.33836,25998,162.08,62.34,1室1厅,21,8640,25732,25035
江夏苑2,30.352479,114.321249,8100,86.67,106.99,3室1厅,49,652,7793,8265
武昌广场6,30.528791,114.32018,15672,166.28,106.1,3室2厅,135,2455,15327,14638
金融国际18,30.451633,114.383899,13064,130.19,99.65,3室1厅,37,4891,13317,12558
江汉金座2,30.576342,114.276058,21075,303.99,144.24,4室2厅,8,16019,21277,19078
汉口丽舍10,30.616638,114.248046,16286,148.12,90.94,2室2厅,51,3868,15912,14811
后湖新城2,30.651029,114.272527,12603,137.87,109.39,3室1厅,348,3460,12168,11613
洪山山庄14,30.545135,114.33092,26417,342.17,129.52,3室2厅,102,9866,27263,23307
